codigo_contrato,codigo_expediente,proveedor,titulo_contrato,descripcion,contract_type,work_category_id,tipo_contratacion,tipo_expediente,importe,moneda,fecha,fecha_fin,project_code,ff_fecha_inicio,ff_fecha_fin
1584314,1302470,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1173124,2017-02-15,2017-05-05
1584316,1302471,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173125,2017-02-15,2017-05-03
1584318,1302472,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173126,2017-02-15,2017-05-03
1703643,1302473,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173127,2017-02-15,2017-05-03
1630377,1299712,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1170435,2017-02-15,2017-04-29
1630339,1299718,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1170440,2017-02-15,2017-04-29
1630414,1299721,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1170442,2017-02-15,2017-04-29
1650834,1299740,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 17:00:00.000000 +00:00,tender_1170462,2017-02-15,2017-04-11
1650816,1299743,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 17:00:00.000000 +00:00,tender_1170466,2017-02-15,2017-04-11
1650790,1299744,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 17:00:00.000000 +00:00,tender_1170468,2017-02-15,2017-04-11
1650772,1299749,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 17:00:00.000000 +00:00,tender_1170470,2017-02-15,2017-04-11
1650763,1299751,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 17:00:00.000000 +00:00,tender_1170475,2017-02-15,2017-04-11
1630430,1299754,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1170476,2017-02-15,2017-04-25
1650633,1299764,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 17:00:00.000000 +00:00,tender_1170484,2017-02-15,2017-04-11
1652342,1299781,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-19 04:59:00.000000 +00:00,tender_1170504,2017-02-15,2017-04-19
1629737,1299783,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1170505,2017-02-15,2017-04-29
1695201,1301601,Celeste Valuaciones Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1172271,2017-02-15,2017-05-04
1582848,1301603,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1172272,2017-02-15,2017-05-05
1528718,1301600,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-17 04:59:00.000000 +00:00,tender_1172274,2017-02-15,2017-05-17
1528233,1301605,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-12 04:59:00.000000 +00:00,tender_1172275,2017-02-15,2017-05-12
1586078,1301610,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-15 04:59:00.000000 +00:00,tender_1172283,2017-02-15,2017-04-15
1582854,1301616,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-15 04:59:00.000000 +00:00,tender_1172285,2017-02-15,2017-04-15
1528712,1301614,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-13 04:59:00.000000 +00:00,tender_1172287,2017-02-15,2017-05-13
1349647,1291776,"Farmaceuticos Maypo, S.A. de C.V.",Medicamento de Alta Especialidad,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,150856.55,MXN,2017-02-15 06:00:00.000000 +00:00,2017-03-01 05:59:00.000000 +00:00,tender_1162922,2017-02-15,2017-03-01
1663576,1296423,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167261,2017-02-15,2017-04-29
1663565,1296428,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-20 04:59:00.000000 +00:00,tender_1167267,2017-02-15,2017-04-20
1663551,1296437,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-20 04:59:00.000000 +00:00,tender_1167275,2017-02-15,2017-04-20
1663434,1296468,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-20 04:59:00.000000 +00:00,tender_1167303,2017-02-15,2017-04-20
1663419,1296479,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167318,2017-02-15,2017-04-29
1663376,1296491,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167329,2017-02-15,2017-04-29
1682886,1296507,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1167344,2017-02-15,2017-04-13
1664003,1298027,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1168806,2017-02-15,2017-04-22
1663807,1298039,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-20 04:59:00.000000 +00:00,tender_1168817,2017-02-15,2017-04-20
1534233,1298040,Valpo Valuacion Profesional Organizada Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-27 04:59:00.000000 +00:00,tender_1168818,2017-02-15,2017-04-27
1534224,1298041,Valpo Valuacion Profesional Organizada Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-27 04:59:00.000000 +00:00,tender_1168819,2017-02-15,2017-04-27
1663785,1298043,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-26 04:59:00.000000 +00:00,tender_1168823,2017-02-15,2017-04-26
1537244,1302432,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173086,2017-02-15,2017-05-03
1537255,1302433,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173087,2017-02-15,2017-05-03
1537249,1302434,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173088,2017-02-15,2017-05-03
1537251,1302435,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-27 04:59:00.000000 +00:00,tender_1173089,2017-02-15,2017-04-27
1535352,1302436,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1173090,2017-02-15,2017-05-04
1535350,1302437,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173091,2017-02-15,2017-05-03
1535345,1302438,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-09 04:59:00.000000 +00:00,tender_1173092,2017-02-15,2017-05-09
1535337,1302439,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173093,2017-02-15,2017-05-03
1535348,1302440,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1173094,2017-02-15,2017-04-29
1535325,1302441,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-20 04:59:00.000000 +00:00,tender_1173095,2017-02-15,2017-04-20
1535533,1302443,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173097,2017-02-15,2017-05-03
1535303,1302444,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1173098,2017-02-15,2017-05-05
1535306,1302445,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1173099,2017-02-15,2017-05-04
1535317,1302446,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1173100,2017-02-15,2017-05-05
1535531,1302447,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1173101,2017-02-15,2017-05-04
1535300,1302449,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1173103,2017-02-15,2017-04-13
1535298,1302450,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1173104,2017-02-15,2017-04-13
1697735,1302451,Celeste Valuaciones Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173105,2017-02-15,2017-05-03
1535289,1302452,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173106,2017-02-15,2017-05-03
1535294,1302453,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1173107,2017-02-15,2017-05-03
1584292,1302459,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-24 17:00:00.000000 +00:00,tender_1173113,2017-02-15,2017-04-24
1528633,1302463,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-13 04:59:00.000000 +00:00,tender_1173117,2017-02-15,2017-05-13
1347108,1286401,Ricardo German Anaya,"Mantenimiento de Mobiliaria Clinico y Tapiceria En General a Diversas, Hjms01617",Mantenimiento de Mobiliaria Clinico y Tapiceria En General a Diversas Areas delHospital.,1.Adquisiciones,7.0,Servicios,05. Adjudicación Directa LAASSP,270000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-12-01 05:59:00.000000 +00:00,tender_1157907,2017-02-15,2017-12-01
1661676,1298365,Celeste Valuaciones Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1169137,2017-02-15,2017-05-04
1635828,1298367,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-15 04:59:00.000000 +00:00,tender_1169139,2017-02-15,2017-04-15
1708765,1298370,Celeste Valuaciones Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1169142,2017-02-15,2017-05-05
1586511,1298379,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1169151,2017-02-15,2017-04-29
1635850,1298380,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-12 04:59:00.000000 +00:00,tender_1169153,2017-02-15,2017-04-12
1534202,1298391,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-02 04:59:00.000000 +00:00,tender_1169165,2017-02-15,2017-05-02
1661184,1298394,Celeste Valuaciones Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1169166,2017-02-15,2017-04-29
1589333,1298395,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1169167,2017-02-15,2017-04-25
1661206,1298396,Celeste Valuaciones Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1169168,2017-02-15,2017-04-28
1703657,1298398,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1169169,2017-02-15,2017-04-25
1683777,1298397,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1169171,2017-02-15,2017-05-03
1704438,1298401,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1169172,2017-02-15,2017-05-03
1661243,1298402,Celeste Valuaciones Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1169173,2017-02-15,2017-05-03
1683792,1298404,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1169176,2017-02-15,2017-04-22
1683805,1298408,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1169180,2017-02-15,2017-05-03
1703629,1298409,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-15 04:59:00.000000 +00:00,tender_1169181,2017-02-15,2017-04-15
1639318,1298411,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1169183,2017-02-15,2017-04-29
1638981,1298465,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1169234,2017-02-15,2017-05-03
1704322,1298473,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1169243,2017-02-15,2017-04-29
1534974,1298494,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1169266,2017-02-15,2017-04-25
1534963,1298516,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1169286,2017-02-15,2017-04-28
1534960,1298523,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1169294,2017-02-15,2017-04-25
1589284,1298530,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-14 04:59:00.000000 +00:00,tender_1169297,2017-02-15,2017-04-14
1534945,1298552,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1169320,2017-02-15,2017-04-25
1589264,1298556,Analisis Economicos Profesionales Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 04:59:00.000000 +00:00,tender_1169323,2017-02-15,2017-04-11
1684170,1298586,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1169354,2017-02-15,2017-04-13
1708775,1298589,Celeste Valuaciones Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1169355,2017-02-15,2017-04-22
